seg_id	poem_id	text	sub_title	title	poetry_book	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
35	34	봄이 오던 아침, 서울 어느 쪼그만 정거장(停車場)에서 희망(希望)과 사랑처럼 기차(汽車)를 기다려,  나는 플랫폼(푸라트•폼)에 간신한 그림자를 떨어트리고, 담배를 피웠다.  내 그림자는 담배연기 그림자를 날리고 비둘기 한 떼가 부끄러울 것도 없이 나래 속을 속, 속, 햇빛에 비춰, 날았다.  기차(汽車)는 아무 새로운 소식도 없이 나를 멀리 실어다 주어,  봄은 다 가고—— 도쿄(東京) 교외(郊外) 어느 조용한 하숙방(下宿房)에서, 옛 거리에 남은 나를 희망(希望)과 사랑처럼 그리워한다. 오늘도 기차(汽車)는 몇 번이나 무의미(無意味)하게 지나가고,  오늘도 나는 누구를 기다려 정거장(停車場) 가까운 언덕에서 서성거릴게다.  ——아아 젊음은 오래 거기 남아 있거라.		사랑스런 추억		윤동주	기대감, 감동/감탄, 고마움, 즐거움/신남, 신기함/관심, 아껴주는	기대감, 힘듦/지침, 감동/감탄, 서러움, 슬픔, 안타까움/실망, 비장함, 부끄러움, 아껴주는	서러움, 안타까움/실망, 기대감	감동/감탄, 슬픔, 안타까움/실망, 힘듦/지침	깨달음, 기대감, 힘듦/지침, 패배/자기혐오
36	35	으스럼히 안개가 흐른다. 거리가 흘러간다. 저 전차(電車), 자동차(自動車), 모든 바퀴가 어디로 흘리워 가는 것일까? 정박(定泊)할 아무 항구(港口)도 없이, 가련한 많은 사람들을 실고서, 안개 속에 잠긴 거리는,  거리 모통이 붉은 포스트상자를 붙잡고 섰을라면 모든 것이 흐르는 속에 어렴풋이 빛나는 가로등(街路燈), 꺼지지 않는 것은 무슨 상징(象徵)일까? 사랑하는 동무 박(朴)이여! 그리고 김(金)이여! 자네들은 지금 어디 있는가? 끝없이 안개가 흐르는데,  「새로운 날 아침 우리 다시 정(情)답게 손목을 잡어 보세」 몇 자 적어 포스트 속에 떨어트리고, 밤을 새워 기다리면 금휘장(金徽章)에 금단추(金단추)를 삐었고 거인(巨人)처럼 찬란히 나타나는 배달부(配達夫), 아침과 함께 즐거운 내림(來臨),  이밤을 하염없이 안개가 흐른다.		흐르는 거리		윤동주	불안/걱정, 신기함/관심, 기대감, 슬픔, 서러움, 안타까움/실망	의심/불신, 불안/걱정, 불쌍함/연민, 아껴주는, 서러움, 슬픔, 힘듦/지침, 환영/호의, 신기함/관심, 안타까움/실망	불쌍함/연민, 안타까움/실망, 서러움, 슬픔, 힘듦/지침	불안/걱정, 비장함, 힘듦/지침, 서러움, 안타까움/실망, 불쌍함/연민	신기함/관심, 기대감, 비장함
37	36	창밖(窓外)에 밤비가 속살거려 육첩방(六疊房)은 남의 나라,  시인(詩人)이란 슬픈 천명(天命)인줄 알면서도 한줄 시(詩)를 적어 볼가,  땀내와 사랑내 포근히 품긴 보내주신 학비봉투(學費封套)를 받어  대학(大學)노—트를 끼고 늙은 교수(敎授)의 강의(講義) 들으려 간다.  생각해 보면 어린때 동무를 하나, 둘, 죄다 잃어 버리고  나는 무얼 바라 나는 다만, 홀로 침전(沈澱)하는 것일가?  인생(人生)은 살기 어렵다는데 시(詩)가 이렇게 쉽게 씨워지는 것은 부끄러운 일이다.  육첩방(六疊房)은 남의 나라 창밖(窓外)에 밤비가 속살거리는데,  등불을 밝혀 어둠을 조곰 내몰고, 시대(時代)처럼 올 아침을 기다리는 최후(最後)의 나,  나는 나에게 적은 손을 내밀어 눈물과 위안(慰安)으로 잡는 최초(最初)의 악수(握手).		쉽게 쓰여진 시		윤동주	슬픔, 서러움, 부끄러움, 비장함, 기대감, 깨달음, 절망, 힘듦/지침	서러움, 슬픔, 비장함, 고마움, 아껴주는, 한심함, 힘듦/지침, 부끄러움, 불안/걱정, 기대감	부담/안_내킴, 서러움, 슬픔, 안타까움/실망, 짜증, 패배/자기혐오, 한심함, 힘듦/지침	불안/걱정, 불평/불만, 서러움, 슬픔, 절망, 힘듦/지침	부끄러움, 한심함, 패배/자기혐오
38	37	봄이 혈관(血管)속에 시내처럼 흘러 돌, 돌, 시내가 차운 언덕에 개나리, 진달래, 노오란 배추꽃  삼동(三冬)을 참어온 나는 풀포기처럼 피어난다.  즐거운 종달새야 어느 이랑에서 즐거웁게 솟쳐라.  푸르른 하늘은 아른아른 높기도 한데……		봄		윤동주	기대감, 즐거움/신남, 흐뭇함(귀여움/예쁨), 감동/감탄, 기쁨, 편안/쾌적	아껴주는, 신기함/관심, 힘듦/지침, 서러움, 슬픔, 기대감, 불안/걱정	기대감, 기쁨, 흐뭇함(귀여움/예쁨), 깨달음, 뿌듯함	감동/감탄, 기대감, 기쁨, 흐뭇함(귀여움/예쁨), 즐거움/신남, 행복	흐뭇함(귀여움/예쁨), 감동/감탄, 기대감
39	38	파란 녹이 낀 구리거울 속에 내 얼굴이 남어 있는 것은 어느 왕조(王朝)의 유물(遺物)이기에 이다지도 욕될가  나는 나의 참회(懺悔)의 글을 한줄에 주리자 ——만(滿) 이십사 년 일 개월(一個月)을 무슨 기쁨을 바라 살아 왔든가  내일이나 모레나 그 어느 즐거운 날에 나는 또 한줄의 참회록(懺悔錄)을 써야한다. ——그때 그 젊은 나이에 왜 그런 부끄런 고백(告白)을 했든가  밤이면 밤마다 나의 거울을 손바닥으로 발바닥으로 닦어 보자.  그러면 어느 운석(隕石) 밑으로 흘러 걸어가는 슬픈 사람의 뒷모양이 거울 속에 나타나온다.		참회록		윤동주	죄책감, 불쌍함/연민, 슬픔, 비장함, 부끄러움, 기대감, 깨달음, 서러움, 불안/걱정	부끄러움, 당황/난처, 죄책감, 서러움, 슬픔, 비장함, 불쌍함/연민, 안타까움/실망, 한심함	당황/난처, 부담/안_내킴, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망, 의심/불신, 패배/자기혐오, 한심함	부끄러움, 슬픔, 패배/자기혐오, 화남/분노	당황/난처, 슬픔, 불안/걱정
40	39	바닷가 햇빛 바른 바위우에 습한 간(肝)을 펴서 말리우자,  코카사쓰 산중(山中)에서 도망해온 토끼처럼 둘러리를 빙빙 돌며 간(肝)을 지키자,  내가 오래 기르든 여윈 독수리야! 와서 뜯어 먹어라, 시름없이  너는 살지고 나는 여위여야지, 그러나,  거북이야! 다시는 용궁(龍宮)의 유혹(誘惑)에 안떨어진다.  푸로메디어쓰 불상한 푸로메디어쓰 불 도적한 죄로 목에 맷돌을 달고 끝없이 침전(沈澱)하는 푸로메디어쓰,		간		윤동주	불쌍함/연민, 비장함, 깨달음, 죄책감	서러움, 비장함, 불쌍함/연민, 아껴주는, 죄책감, 화남/분노, 슬픔	비장함, 깨달음, 슬픔, 안타까움/실망, 지긋지긋, 의심/불신	화남/분노, 증오/혐오, 비장함, 슬픔	비장함, 불쌍함/연민
41	40	연륜(年輪)이 자라듯이 달이 자라는 고요한 밤에 달같이 외로운 사랑이 가슴하나 뻐근히 연륜(年輪)처럼 피어나간다.		달같이		윤동주	아껴주는, 기대감, 서러움	서러움, 슬픔, 아껴주는, 놀람, 깨달음	슬픔, 서러움, 깨달음	감동/감탄, 편안/쾌적, 행복	감동/감탄, 신기함/관심, 놀람
42	41	시들은 잎새속에서 고 빨간 살을 드러내 놓고, 고추는 방년(芳年)된 아가씬양 땡볕에 자꾸 익어간다.  할머니는 바구니를 들고 밭머리에서 어정거리고 손가락 너어는 아이는 할머니 뒤만 따른다.		고추 밭		윤동주	즐거움/신남, 흐뭇함(귀여움/예쁨), 뿌듯함, 신기함/관심	흐뭇함(귀여움/예쁨), 아껴주는, 뿌듯함	흐뭇함(귀여움/예쁨), 아껴주는, 기쁨, 편안/쾌적	신기함/관심, 안심/신뢰, 아껴주는, 흐뭇함(귀여움/예쁨), 환영/호의	신기함/관심, 흐뭇함(귀여움/예쁨), 편안/쾌적
43	42	붉은 이마에 싸늘한 달이 서리어 아우의 얼굴은 슬픈 그림이다.  발걸음을 멈추어 살그머니 애딘 손을 잡으며 「늬는 자라 무엇이 되려니」 「사람이 되지」 아우의 설은 진정코 설은 대답(對答)이다.  슬며시 잡았든 손을 놓고 아우의 얼골을 다시 들여다 본다.  싸늘한 달이 붉은 이마에 젖어 아우의 얼골은 슬픈 그림이다.		아우의 인상화		윤동주	불쌍함/연민, 아껴주는, 불안/걱정, 슬픔, 고마움, 깨달음, 흐뭇함(귀여움/예쁨)	불쌍함/연민, 서러움, 슬픔, 불안/걱정, 아껴주는, 당황/난처, 흐뭇함(귀여움/예쁨), 깨달음	불쌍함/연민, 불안/걱정, 슬픔, 서러움, 뿌듯함, 비장함	슬픔, 힘듦/지침, 서러움, 불쌍함/연민	서러움, 슬픔, 불쌍함/연민, 불안/걱정, 안타까움/실망
44	43	순(順)아 너는 내 전(殿)에 언제 들어왔든 것이냐? 내사 언제 네 전(殿)에 들어갔든 것이냐?  우리들의 전당(殿堂)은 고풍(古風)한 풍습(風習)이 어린 사랑의 전당(殿堂)  순(順)아 암사슴처럼 수정(水晶)눈을 나려감어라. 난 사자처럼 엉크린 머리를 고루련다.  우리들의 사랑은 한낱 벙어리이었다.  성(聖)스런 촛대에 열(熱)한 불이 꺼지기 전(前) 순(順)아 너는 앞문으로 내 달려라.  어둠과 바람이 우리 창(窓)에 부닥치기 전(前) 나는 영원(永遠)한 사랑을 안은채 뒷문으로 멀리 사라지련다.  이제 네게는 삼림(森林)속의 아늑한 호수(湖水)가 있고 내게는 준험(峻嶮)한 산맥(山脈)이 있다.		사랑의 전당		윤동주	아껴주는, 비장함, 슬픔, 환영/호의	당황/난처, 뿌듯함, 아껴주는, 흐뭇함(귀여움/예쁨), 비장함, 깨달음, 서러움, 슬픔, 불안/걱정, 감동/감탄	서러움, 슬픔, 당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망, 절망	불쌍함/연민, 불안/걱정, 안타까움/실망, 힘듦/지침	깨달음, 패배/자기혐오, 비장함
45	44	발에 터부한 것을 다 빼어 바리고 황혼(黃昏)이 호수(湖水)우로 걸어 오듯이 나도 삽분삽분 걸어 보리이까?  내사 이 호수(湖水)가로 부르는 이 없이 불리워 온 것은 참말 이적(異蹟)이외다.  오늘 따라 연정(戀情), 자부(自惚), 시기(猜忌), 이것들이 자꾸 금메달(金메달)처럼 만져지는구려  하나, 내 모든 것을 여념(餘念)없이 물결에 씻어 보내려니 당신은 호면(湖面)으로 나를 불러 내소서.		이적		윤동주	존경, 비장함, 죄책감, 감동/감탄, 놀람, 신기함/관심, 안심/신뢰	비장함, 놀람, 감동/감탄, 서러움, 슬픔, 패배/자기혐오, 기대감, 깨달음	깨달음, 비장함, 편안/쾌적, 서러움, 안타까움/실망	비장함, 뿌듯함, 안심/신뢰	기대감, 비장함, 안심/신뢰
46	45	솨— 철석! 파도소리 문살에 부서져 잠 살포시 꿈이 흐터진다.  잠은 한낱 검은 고래떼처럼 살래어, 달랠 아무런 재주도 없다.  불을 밝혀 잠옷을 정성스리 여미는 삼경(三更). 염원(念願).  동경(憧憬)의 땅 강남(江南)에 또 홍수(洪水)질 것만 싶어, 바다의 향수(鄕愁)보다 더 호젓해진다.		비오는 밤		윤동주	불안/걱정, 기대감, 감동/감탄, 깨달음, 비장함	서러움, 안타까움/실망, 아껴주는, 비장함, 감동/감탄, 불안/걱정, 당황/난처	서러움, 슬픔, 안타까움/실망, 불안/걱정, 힘듦/지침	감동/감탄, 기대감, 비장함	신기함/관심, 불안/걱정, 한심함
47	46	괴로운 사람아 괴로운 사람아 옷자락 물결속에서도 가슴속 깊이 돌돌 샘물이 홀러 이밤을 더부러 말할이 없도다. 거리의 소음과 노래 부를수 없도다. 그신듯이 냇가에 앉았으니 사랑과 일을 거리에 매끼고 가만히 가만히 바다로 가자, 바다로 가자,		산골물		윤동주	기대감, 불쌍함/연민, 아껴주는, 흐뭇함(귀여움/예쁨)	불쌍함/연민, 서러움, 슬픔, 안타까움/실망, 비장함, 기대감	부담/안_내킴, 불평/불만, 서러움, 슬픔, 불안/걱정, 힘듦/지침, 절망	불쌍함/연민, 안타까움/실망, 불안/걱정, 비장함	불쌍함/연민, 불안/걱정, 서러움, 비장함
48	47	후어—ㄴ한 방(房)에 유언(遺言)은 소리 없는 입놀림.  바다에 진주(眞珠) 캐려 갔다는 아들 해녀(海女)와 사랑을 속삭인다는 맏아들 이 밤에사 돌아오나 내다 봐라——  평생(平生) 외롭던 아버지의 운명(殞命) 감기우는 눈에 슬픔이 어린다.  외딴집에 개가 짖고 휘영찬 달이 문살에 흐르는 밤.		유언		윤동주	불쌍함/연민, 아껴주는, 신기함/관심, 흐뭇함(귀여움/예쁨), 감동/감탄, 기쁨, 고마움	아껴주는, 기대감, 서러움, 슬픔, 불쌍함/연민, 깨달음, 절망, 불안/걱정	서러움, 슬픔, 불쌍함/연민, 안타까움/실망, 절망	불쌍함/연민, 슬픔, 안타까움/실망, 절망	서러움, 슬픔, 불안/걱정, 불쌍함/연민
49	48	쉬는 시간(時間)마다 나는 창옆(窓옄)으로 갑니다.  ——창(窓)은 산 가르침.  이글이글 불을 피워주소, 이 방에 찬것이 서립니다.  단풍잎 하나 맴 도나 보니 아마도 작으마한 선풍(旋風)이 인게웨다.  그래도 싸느란 유리창에 햇살이 쨍쨍한 무렵, 상학종(上學鐘)이 울어만 싶습니다.		창		윤동주	기대감, 신기함/관심, 흐뭇함(귀여움/예쁨), 아껴주는	깨달음, 서러움, 슬픔, 불안/걱정, 불평/불만, 신기함/관심, 기대감	당황/난처, 부담/안_내킴, 불안/걱정, 슬픔, 서러움, 짜증, 기대감	슬픔, 깨달음, 힘듦/지침, 불안/걱정, 비장함	깨달음, 신기함/관심
50	49	실어다 뿌리는 바람조차 시원타.  솔나무 가지마다 샛춤히 고개를 돌리어 뻐들어지고,  밀치고 밀치운다.  이랑을 넘는 물결은 폭포처럼 피어오른다.  해변(海邊)에 아이들이 모인다 찰찰 손을 씻고 구보로.  바다는 자꾸 섧어진다. 갈매기의 노래에………  돌아다 보고 돌아다 보고 돌아가는 오늘의 바다여!		바다		윤동주	편안/쾌적, 흐뭇함(귀여움/예쁨), 아껴주는, 신기함/관심, 서러움, 불쌍함/연민	감동/감탄, 흐뭇함(귀여움/예쁨), 신기함/관심, 아껴주는, 서러움, 슬픔, 비장함	기쁨, 기대감, 뿌듯함, 안타까움/실망, 즐거움/신남	기쁨, 비장함, 즐거움/신남	흐뭇함(귀여움/예쁨), 신기함/관심, 감동/감탄
51	50	내 노래는 오히려 섧은 산울림.  골자기 길에 떨어진 그림자는 너무나 슬프구나.  오후(午後)의 명상(瞑想)은 아— 졸려.		산협의 오후		윤동주	서러움, 슬픔, 귀찮음, 지긋지긋	서러움, 슬픔, 불평/불만, 부담/안_내킴, 힘듦/지침	서러움, 슬픔, 안타까움/실망, 힘듦/지침	서러움, 슬픔, 힘듦/지침, 재미없음	힘듦/지침, 편안/쾌적, 슬픔
52	51	가츨가츨한 머리칼은 오막사리 처마끝, 쉬파람에 콧마루가 서운한 양 간질키오.  들창(窓) 같은 눈은 가볍게 닫혀 이 밤에 연정(戀情)은 어둠처럼 골골히 스며드오.		명상		윤동주	슬픔, 부담/안_내킴, 불안/걱정	서러움, 슬픔, 불평/불만	기대감, 뿌듯함, 서러움, 신기함/관심, 아껴주는	없음, 편안/쾌적	신기함/관심, 편안/쾌적, 안심/신뢰
53	52	싸늘한 대리석(大理石) 기둥에 목아지를 비틀어맨 한난계(寒暖計), 문득 들여다 볼 수 있는 운명(運命)한 오척육촌(五尺六寸)의 허리 가는 수은주(水銀柱), 마음은 유리관(琉璃管)보다 맑소이다.  혈관(血管)이 단조(單調)로워 신경질(神經質)인 여론동물(輿論動物), 가끔 분수(噴水) 같은 냉침(冷침)을 억지로 삼키기에 정력(精力)을 낭비(浪費)합니다.  영하(零下)로 손구락질 할 수도 없는 방(房)처럼 치운 겨울보다 해바라기 만발(滿發)한 팔월(八月) 교정(校庭)이 이상(理想)곱소이다. 피끓을 그날이——  어제는 막 소낙비가 퍼붓더니 오늘은 좋은 날세올시다. 동저고리 바람에 언덕으로, 숲으로 하시구려—— 이렇게 가만 가만 혼자서 귓속이야기를 하였읍니다. 나는 또 내가 모르는 사이에—— 나는 아마도 진실(眞實)한 세기(世紀)의 계절(季節)을 따라—— 하늘만 보이는 울타리 안을 뛰쳐, 역사(歷史) 같은 포지슌을 지켜야 봅니다.		한란계		윤동주	기대감, 비장함, 안타까움/실망, 불쌍함/연민, 깨달음, 힘듦/지침	놀람, 신기함/관심, 서러움, 슬픔, 기쁨, 당황/난처, 깨달음, 비장함	깨달음, 기대감, 불평/불만, 불안/걱정, 힘듦/지침	공포/무서움, 놀람, 힘듦/지침, 절망	비장함, 깨달음
54	53	번개, 뇌성, 왁자지근 뚜다려 머—ㄴ 도회지(都會地)에 낙뢰(落雷)가 있어만 싶다.  벼루짱 엎어논 하늘로 살같은 비가 살처럼 쏟아진다.  손바닥만한 나의 정원(庭園)이 마음같이 흐린 호수(湖水)되기 일수다.  바람이 팽이처럼 돈다. 나무가 머리를 이루 잡지 못한다.  내 경건(敬虔)한 마음을 모셔드려 노아때 하늘을 한 모금 마시다.		소낙비		윤동주	놀람, 불안/걱정, 경악, 존경, 공포/무서움, 비장함	놀람, 경악, 불안/걱정, 공포/무서움, 당황/난처, 부끄러움, 비장함, 기대감, 서러움, 존경	깨달음, 부담/안_내킴, 불안/걱정, 놀람	불안/걱정, 안심/신뢰, 존경, 비장함	놀람, 비장함, 깨달음
