line_id	poem_id	text	sub_title	title	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
91	6	자랑처럼 풀이 무성할 게외다.		별 헤는 밤	윤동주	기대감, 우쭐댐/무시함, 없음	불쌍함/연민, 서러움, 슬픔, 안타까움/실망, 한심함, 뿌듯함, 기쁨, 감동/감탄, 아껴주는	기대감, 기쁨, 뿌듯함	감동/감탄, 기대감, 기쁨, 아껴주는, 행복, 즐거움/신남	기대감, 부담/안_내킴, 불안/걱정
92	7	살구나무 그늘로 얼굴을 가리고, 병원 뒤뜰에 누워, 젊은 여자가 흰 옷 아래로 하얀 다리를 드러내 놓고 일광욕을 한다. 한나절이 기울도록 가슴을 앓는 다는 이 여자를 찾아오는 이, 나비 한 마리도 없다. 슬프지도 않은 살구나무 가지에는 바람조차 없다.		병원	윤동주	슬픔, 불쌍함/연민, 신기함/관심	슬픔, 불쌍함/연민, 신기함/관심, 서러움, 불안/걱정, 안타까움/실망	불쌍함/연민, 불안/걱정, 서러움, 슬픔, 신기함/관심, 안타까움/실망	슬픔, 절망, 힘듦/지침	깨달음, 신기함/관심, 불쌍함/연민
93	7	나도 모를 아픔을 오래 참다 처음으로 이 곳에 찾아 왔다. 그러나 나의 늙은 의사는 젊은이의 병을 모른다. 나한테는 병이 없다고 한다. 이 지나친 시련, 이 지나친 피로, 나는 성내서는 안 된다.		병원	윤동주	힘듦/지침, 의심/불신, 한심함, 불평/불만, 불안/걱정	힘듦/지침, 의심/불신, 한심함, 불평/불만, 불안/걱정, 화남/분노, 서러움, 당황/난처, 지긋지긋, 안타까움/실망	당황/난처, 경악, 불평/불만, 안타까움/실망, 어이없음, 의심/불신, 화남/분노, 힘듦/지침	절망, 힘듦/지침, 지긋지긋, 불평/불만, 의심/불신	서러움, 불안/걱정, 불평/불만, 패배/자기혐오
94	7	여자는 자리에서 일어나 옷깃을 여미고 화단에서 금잔화 한 포기를 따 가슴에 꽂고 병실 안으로 사라진다. 나는 그 여자의 건강이 ---- 아니 내 건강도 속히 회복되기를 바라며 그가 누웠던 자리에 누워 본다.		병원	윤동주	신기함/관심, 기대감	기대감, 불쌍함/연민, 슬픔, 신기함/관심, 아껴주는	기쁨, 뿌듯함, 아껴주는, 즐거움/신남, 행복, 환영/호의	불쌍함/연민, 불안/걱정, 슬픔, 아껴주는, 절망	기대감, 기쁨, 신기함/관심
95	8	잃어버렸습니다.		길	윤동주	안타까움/실망, 슬픔, 당황/난처	안타까움/실망, 슬픔, 당황/난처, 서러움	놀람, 당황/난처, 부끄러움, 부담/안_내킴, 불안/걱정, 안타까움/실망	경악, 슬픔	슬픔, 절망, 어이없음
96	8	무얼 어디다 잃었는지 몰라		길	윤동주	슬픔, 불안/걱정, 의심/불신, 당황/난처	슬픔, 불안/걱정, 당황/난처, 어이없음, 한심함, 짜증, 서러움	당황/난처, 부담/안_내킴, 불안/걱정, 힘듦/지침, 지긋지긋	당황/난처, 불안/걱정, 슬픔, 힘듦/지침	당황/난처, 놀람, 경악, 불안/걱정, 한심함, 절망
97	8	두 손의 호주머니를 더듬어		길	윤동주	없음	없음	감동/감탄, 기대감, 기쁨	불안/걱정, 없음	당황/난처, 불안/걱정
98	8	길에 나갑니다.		길	윤동주	비장함, 없음, 기대감	없음	없음	기대감, 비장함, 힘듦/지침	비장함
99	8	돌과 돌과 돌이 끝없이 연달아		길	윤동주	신기함/관심, 지긋지긋	지긋지긋, 힘듦/지침, 불평/불만	없음	불안/걱정, 의심/불신, 슬픔, 절망, 힘듦/지침	깨달음, 놀람
100	8	길은 돌담을 끼고 갑니다.		길	윤동주	신기함/관심, 없음	신기함/관심, 없음	없음	불안/걱정, 힘듦/지침, 지긋지긋, 비장함	깨달음, 신기함/관심, 편안/쾌적
101	8	담은 쇠문을 굳게 담아		길	윤동주	비장함, 없음	비장함, 없음	부담/안_내킴, 불안/걱정, 슬픔, 안타까움/실망, 의심/불신, 패배/자기혐오, 힘듦/지침	당황/난처, 안타까움/실망, 절망	비장함, 안타까움/실망, 의심/불신
102	8	길 위에 긴 그림자를 드리우고		길	윤동주	공포/무서움, 슬픔, 안타까움/실망, 불안/걱정, 패배/자기혐오, 절망	불안/걱정, 공포/무서움, 서러움, 슬픔, 힘듦/지침	부끄러움, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 슬픔, 안타까움/실망, 절망	불안/걱정, 절망, 안타까움/실망, 힘듦/지침	공포/무서움, 놀람, 경악, 불안/걱정, 부담/안_내킴
103	8	길은 아침에서 저녁으로		길	윤동주	없음, 신기함/관심, 기대감	기대감, 환영/호의, 뿌듯함	없음	감동/감탄, 편안/쾌적, 행복	감동/감탄, 깨달음, 신기함/관심
104	8	저녁에서 아침으로 통했습니다.		길	윤동주	없음	감동/감탄, 놀람, 깨달음, 뿌듯함, 기쁨, 즐거움/신남	없음	기대감, 기쁨	감동/감탄, 깨달음
105	8	돌담을 더듬어 눈물짓다		길	윤동주	슬픔, 서러움	슬픔, 서러움, 힘듦/지침	깨달음, 당황/난처, 놀람, 부담/안_내킴, 불안/걱정	슬픔, 힘듦/지침, 패배/자기혐오	서러움, 슬픔
106	8	쳐다 보면 하늘은 부끄럽게 푸릅니다.		길	윤동주	부끄러움, 감동/감탄, 환영/호의	부끄러움, 감동/감탄, 서러움, 슬픔, 죄책감	당황/난처, 부끄러움, 불안/걱정	부끄러움, 힘듦/지침, 슬픔	당황/난처, 놀람, 신기함/관심
107	8	풀 한 포기 없는 이 길을 걷는 것은		길	윤동주	불안/걱정, 슬픔	불안/걱정, 비장함, 안타까움/실망, 죄책감, 힘듦/지침	공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정	불안/걱정, 절망, 슬픔, 서러움	공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정, 힘듦/지침
108	8	담 저 쪽에 내가 남아 있는 까닭이고		길	윤동주	불안/걱정, 깨달음, 안타까움/실망, 패배/자기혐오	불안/걱정, 깨달음, 안타까움/실망, 패배/자기혐오, 서러움	당황/난처, 부끄러움, 부담/안_내킴, 안타까움/실망	비장함, 안심/신뢰	부담/안_내킴, 부끄러움
109	8	내가 사는 것은 다만		길	윤동주	비장함, 없음	비장함	불쌍함/연민, 안타까움/실망	비장함, 힘듦/지침, 슬픔	재미없음
110	8	잃은 것을 찾는 까닭입니다. (1941.9.31)		길	윤동주	불안/걱정, 당황/난처, 슬픔, 패배/자기혐오	불안/걱정, 슬픔, 패배/자기혐오, 깨달음, 서러움, 힘듦/지침	비장함, 없음	기대감, 불안/걱정, 절망, 슬픔, 힘듦/지침	비장함, 불안/걱정, 안타까움/실망
111	9	세상으로부터 돌아오듯이 이제 내 좁은방에 돌아와 불을 끄옵니다.		돌아와 보는 밤	윤동주	고마움, 편안/쾌적, 힘듦/지침, 뿌듯함	편안/쾌적, 힘듦/지침, 기쁨, 서러움, 안심/신뢰	불쌍함/연민, 서러움, 슬픔, 죄책감, 패배/자기혐오, 힘듦/지침	힘듦/지침, 편안/쾌적	깨달음, 안타까움/실망, 패배/자기혐오, 힘듦/지침
112	9	불을 켜 두는 것은 너무나 피로롭은 일이옵니다.		돌아와 보는 밤	윤동주	지긋지긋, 힘듦/지침, 부담/안_내킴, 짜증	지긋지긋, 힘듦/지침, 부담/안_내킴, 불안/걱정, 서러움, 슬픔	힘듦/지침, 귀찮음, 당황/난처, 부담/안_내킴, 불평/불만	부담/안_내킴, 힘듦/지침	당황/난처, 부담/안_내킴, 서러움, 불안/걱정, 불평/불만, 힘듦/지침
113	9	그것은 낮의 연장(延長)이옵기에-		돌아와 보는 밤	윤동주	깨달음, 아껴주는, 뿌듯함, 신기함/관심	깨달음, 불안/걱정, 서러움, 힘듦/지침, 기대감	신기함/관심, 깨달음	안심/신뢰, 신기함/관심, 환영/호의	기쁨, 기대감, 고마움, 감동/감탄
114	9	이제 창窓을 열어 공기(空氣)를 바꾸어 들여야 할터인데		돌아와 보는 밤	윤동주	불안/걱정, 지긋지긋, 의심/불신	불안/걱정, 당황/난처, 귀찮음, 불평/불만, 서러움, 안타까움/실망, 힘듦/지침	귀찮음, 부담/안_내킴, 불안/걱정, 슬픔, 힘듦/지침	기대감, 비장함, 환영/호의	깨달음, 기대감
115	9	밖을 가만히 내다 보아야 방(房)안과 같이 어두어 꼭 세상 같은데		돌아와 보는 밤	윤동주	절망, 서러움, 부담/안_내킴, 슬픔, 불안/걱정	절망, 서러움, 부담/안_내킴, 슬픔, 불안/걱정, 깨달음, 의심/불신	불안/걱정, 안타까움/실망	불평/불만, 안타까움/실망, 절망	깨달음, 불안/걱정, 당황/난처, 경악, 공포/무서움, 절망
116	9	비를 맞고 오던 길이 그대로 비속에 젖어 있사옵니다.		돌아와 보는 밤	윤동주	슬픔, 서러움, 불쌍함/연민, 안타까움/실망, 지긋지긋	슬픔, 서러움, 불쌍함/연민, 안타까움/실망, 불안/걱정, 신기함/관심, 아껴주는, 죄책감	당황/난처, 불안/걱정, 슬픔	슬픔, 힘듦/지침, 안타까움/실망	놀람, 불쌍함/연민, 불안/걱정, 슬픔, 아껴주는, 안타까움/실망
117	9	하로의 울분을 씻을바 없어 가만히 눈을 감으면		돌아와 보는 밤	윤동주	슬픔, 서러움, 힘듦/지침	슬픔, 서러움, 힘듦/지침, 짜증, 패배/자기혐오, 화남/분노, 안타까움/실망	힘듦/지침, 귀찮음, 불평/불만, 화남/분노	서러움, 슬픔, 절망, 힘듦/지침	힘듦/지침, 편안/쾌적, 절망, 지긋지긋, 서러움
118	9	마음속으로 흐르는 소리,		돌아와 보는 밤	윤동주	신기함/관심, 감동/감탄, 없음	깨달음, 감동/감탄, 없음	감동/감탄, 깨달음	불안/걱정, 서러움, 슬픔, 힘듦/지침	비장함, 신기함/관심
119	9	이제,		돌아와 보는 밤	윤동주	없음	없음	없음	슬픔, 편안/쾌적	비장함
120	9	사상(思想)이 능금처럼 저절로 익어 가옵니다.		돌아와 보는 밤	윤동주	뿌듯함, 기쁨, 기대감	뿌듯함, 기쁨, 기대감, 환영/호의, 즐거움/신남, 아껴주는, 안심/신뢰	비장함, 흐뭇함(귀여움/예쁨)	감동/감탄, 기대감, 기쁨, 깨달음, 아껴주는, 안심/신뢰, 즐거움/신남, 행복	뿌듯함, 깨달음, 감동/감탄, 기대감, 기쁨
121	10	어제도 가고 오늘도 갈		새로운 길	윤동주	기대감	기대감, 뿌듯함, 안심/신뢰	없음	감동/감탄, 기대감, 기쁨, 신기함/관심, 아껴주는, 행복	재미없음, 지긋지긋
122	10	나의 길 새로운 길		새로운 길	윤동주	즐거움/신남, 기대감	기대감, 뿌듯함, 안심/신뢰	기대감	감동/감탄, 기대감, 기쁨, 신기함/관심, 아껴주는, 즐거움/신남, 환영/호의	기대감, 비장함, 뿌듯함
123	10	민들레가 피고 까치가 날고		새로운 길	윤동주	흐뭇함(귀여움/예쁨), 신기함/관심, 없음	흐뭇함(귀여움/예쁨), 신기함/관심, 없음, 기대감, 아껴주는, 즐거움/신남	기대감, 기쁨, 신기함/관심	감동/감탄, 기대감, 기쁨, 환영/호의, 행복	감동/감탄, 기쁨, 놀람, 행복, 편안/쾌적, 흐뭇함(귀여움/예쁨)
124	10	아가씨가 지나고 바람이 일고		새로운 길	윤동주	신기함/관심, 없음	신기함/관심, 없음, 기대감, 불안/걱정	불쌍함/연민, 부담/안_내킴, 슬픔, 안타까움/실망	기대감, 기쁨, 신기함/관심, 즐거움/신남, 행복, 환영/호의	신기함/관심, 환영/호의, 놀람, 흐뭇함(귀여움/예쁨)
125	10	나의 길은 언제나 새로운 길		새로운 길	윤동주	즐거움/신남, 기대감	즐거움/신남, 기대감, 뿌듯함, 기쁨	기대감, 환영/호의	감동/감탄, 기대감, 기쁨, 환영/호의, 즐거움/신남	비장함, 뿌듯함
126	10	오늘도... 내일도 ...		새로운 길	윤동주	지긋지긋, 없음	지긋지긋, 서러움, 힘듦/지침	부담/안_내킴, 불평/불만, 안타까움/실망	기대감, 비장함, 환영/호의	기대감, 귀찮음
127	10	내를 건너서 숲으로		새로운 길	윤동주	즐거움/신남, 기대감	즐거움/신남, 기대감, 신기함/관심	기대감, 즐거움/신남, 편안/쾌적	행복, 환영/호의, 기대감, 기쁨	기대감, 비장함, 힘듦/지침
128	10	고개를 넘어서 마을로		새로운 길	윤동주	기대감, 즐거움/신남	기대감, 즐거움/신남, 불안/걱정	없음	감동/감탄, 기쁨, 기대감, 행복, 환영/호의	기대감, 힘듦/지침
129	11	봄날 아침도 아니고		태초의 아침	윤동주	기대감, 안타까움/실망	안타까움/실망, 불안/걱정, 불평/불만, 서러움	신기함/관심, 안타까움/실망	기대감, 기쁨, 신기함/관심	불평/불만, 당황/난처
130	11	여름, 가을, 겨울,		태초의 아침	윤동주	없음	없음	신기함/관심, 없음	없음	없음, 기대감, 흐뭇함(귀여움/예쁨)
131	11	그런 날 아침도 아닌 아침에		태초의 아침	윤동주	불안/걱정, 부담/안_내킴, 지긋지긋	불안/걱정	부담/안_내킴	절망, 불안/걱정, 불평/불만, 힘듦/지침	당황/난처
132	11	빠알간 꽃이 피어났네,		태초의 아침	윤동주	신기함/관심, 흐뭇함(귀여움/예쁨), 뿌듯함	신기함/관심, 흐뭇함(귀여움/예쁨), 놀람	감동/감탄, 깨달음, 아껴주는, 흐뭇함(귀여움/예쁨)	기대감, 기쁨, 행복	흐뭇함(귀여움/예쁨), 감동/감탄, 기쁨, 행복
133	11	햇빛이 프른데,		태초의 아침	윤동주	신기함/관심, 편안/쾌적	신기함/관심, 편안/쾌적, 기대감, 불안/걱정	없음	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 기쁨, 존경
134	11	그 전날 밤에		태초의 아침	윤동주	없음	없음, 불안/걱정	없음	비장함, 기대감, 기쁨, 불안/걱정	의심/불신
135	11	모든것이 마련되었네,		태초의 아침	윤동주	안심/신뢰, 뿌듯함, 기대감	안심/신뢰, 뿌듯함, 기대감, 기쁨	기대감, 기쁨	감동/감탄, 기대감, 기쁨, 비장함	기대감, 비장함
136	11	사랑은 뱀과 함께		태초의 아침	윤동주	의심/불신, 불안/걱정	불안/걱정, 깨달음, 슬픔	놀람, 당황/난처, 역겨움/징그러움	기대감, 놀람, 당황/난처, 불안/걱정	놀람, 기대감, 깨달음, 부담/안_내킴, 불안/걱정
137	11	독(毒)은 어린꽃과 함께.		태초의 아침	윤동주	불안/걱정, 의심/불신	깨달음, 비장함, 불안/걱정	부담/안_내킴, 의심/불신	불안/걱정, 공포/무서움, 의심/불신	당황/난처, 공포/무서움, 불안/걱정
138	12	하얗게 눈이 덮이었고		또 태초의 아침	윤동주	없음	없음, 기대감, 환영/호의	없음	감동/감탄, 기대감, 기쁨, 편안/쾌적, 행복	감동/감탄, 기쁨
139	12	전신주(電信柱)가 잉잉 울어		또 태초의 아침	윤동주	슬픔, 불안/걱정	불안/걱정, 슬픔	당황/난처, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망	당황/난처, 놀람, 불안/걱정, 의심/불신	놀람, 당황/난처, 불쌍함/연민
140	12	하나님 말씀이 들려온다.		또 태초의 아침	윤동주	존경, 감동/감탄, 신기함/관심	존경, 감동/감탄, 신기함/관심, 기쁨, 비장함, 안심/신뢰, 환영/호의, 행복	감동/감탄, 기대감, 안심/신뢰, 존경	기대감, 비장함, 안심/신뢰, 신기함/관심	기대감, 감동/감탄, 존경, 고마움
141	12	무슨 계시(啓示)일까.		또 태초의 아침	윤동주	의심/불신, 불안/걱정, 당황/난처, 부담/안_내킴, 기대감, 기쁨, 깨달음	불안/걱정, 당황/난처, 부담/안_내킴, 기대감, 기쁨, 깨달음, 서러움, 신기함/관심	기대감, 당황/난처, 신기함/관심	기대감, 불안/걱정, 비장함, 신기함/관심	기대감, 깨달음
142	12	빨리		또 태초의 아침	윤동주	기대감	기대감, 불안/걱정	기대감, 없음	기대감, 기쁨, 행복	없음, 기대감
143	12	봄이 오면		또 태초의 아침	윤동주	기대감, 없음, 즐거움/신남	기대감, 없음, 환영/호의, 기쁨	기대감, 기쁨, 즐거움/신남	감동/감탄, 기쁨, 기대감, 행복	기대감, 기쁨
144	12	죄(罪)를 짓고		또 태초의 아침	윤동주	죄책감	죄책감, 서러움	부담/안_내킴, 불평/불만, 서러움	깨달음, 비장함	패배/자기혐오, 죄책감, 절망, 한심함
145	12	눈이		또 태초의 아침	윤동주	없음	없음	없음	깨달음, 비장함	없음, 감동/감탄, 신기함/관심, 기대감
146	12	밝아		또 태초의 아침	윤동주	놀람, 감동/감탄, 신기함/관심	감동/감탄, 신기함/관심, 놀람	기쁨, 없음	감동/감탄, 기대감, 기쁨, 신기함/관심, 행복	기쁨, 기대감, 감동/감탄
147	12	이브가 해산(解産)하는 수고를 다하면		또 태초의 아침	윤동주	존경, 뿌듯함, 기대감, 기쁨, 신기함/관심	존경, 기대감, 비장함, 서러움	기대감, 비장함	비장함, 감동/감탄, 기대감	기대감, 신기함/관심
148	12	무화과(無花果) 잎사귀로 부끄런 데를 가리고		또 태초의 아침	윤동주	부끄러움	부끄러움, 불안/걱정, 서러움	당황/난처, 부끄러움	당황/난처, 부끄러움, 놀람	흐뭇함(귀여움/예쁨), 아껴주는, 불안/걱정, 부담/안_내킴, 부끄러움
149	12	나는 이마에 땀을 흘려야겠다.		또 태초의 아침	윤동주	비장함, 뿌듯함	비장함, 뿌듯함, 기대감, 안심/신뢰	기대감, 비장함, 힘듦/지침	기대감, 비장함, 즐거움/신남	비장함, 뿌듯함, 힘듦/지침, 기대감
150	13	다들 죽어가는 사람들에게		새벽이 올 때까지	윤동주	비장함, 아껴주는, 불쌍함/연민, 안타까움/실망	아껴주는, 불쌍함/연민, 안타까움/실망, 불안/걱정, 서러움, 슬픔, 죄책감	당황/난처, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 비장함, 안타까움/실망, 절망	불쌍함/연민, 안타까움/실망, 슬픔	불쌍함/연민, 절망
